epoch,train_loss,valid_loss,learning_rate,ss_prob,duration_seconds
1,6.664930515591496,5.969710100711071,0.0009938441702975697,1.0,52.95056130000012
2,6.230815341953006,5.586507338739903,0.0009755282581475773,0.9578947368421052,67.4334233000045
3,6.0615371794141835,5.474754734433802,0.0009455032620941848,0.9157894736842105,67.51051459999871
4,6.00388195277469,5.4075699399696715,0.0009045084971874741,0.8736842105263157,67.50387360000605
5,5.973064557813485,5.371687352935974,0.0008535533905932754,0.831578947368421,67.64244089999556
6,5.953763966336837,5.348861861284382,0.0007938926261462404,0.7894736842105262,67.43854819999979
7,5.94495667274968,5.3316642756561885,0.0007269952498697772,0.7473684210526315,67.54509840000537
8,5.94289577252594,5.320336113307543,0.0006545084971874761,0.7052631578947367,67.56033310000203
9,5.940782299535581,5.3178008021054834,0.000578217232520117,0.663157894736842,67.44413019999774
10,5.94084321039253,5.312364481187278,0.0004999999999999989,0.6210526315789472,67.39952889999404
11,5.941960605038895,5.301474381100079,0.0004217827674798831,0.5789473684210524,67.58046509999986
12,5.944474309041677,5.297884723615244,0.0003454915028125255,0.5368421052631577,67.71265219999623
13,5.945491836548734,5.307583615549658,0.00027300475013022603,0.4947368421052629,67.73852260000422
14,5.947109939790919,5.313160642260453,0.00020610737385376278,0.45263157894736816,67.61817120000342
15,5.949612427460414,5.3107164677288585,0.00014644660940672541,0.4105263157894734,77.32707780000055
16,5.951307516710286,5.320013087861702,9.549150281252539e-05,0.36842105263157865,68.4887213999973
17,5.954256574688474,5.32694053253073,5.449673790581606e-05,0.3263157894736839,67.98742489999859
